Date,Open,High,Low,Close,Volume,Adj Close
2013-08-16,173.72,174.73,172.36,173.13,3153100,173.13
2013-08-15,177.45,177.49,173.45,173.93,4322100,173.93
2013-08-14,179.51,181.49,178.35,178.35,3834700,178.35
2013-08-13,180.50,180.64,178.68,179.23,2851800,178.90
2013-08-12,179.40,179.98,178.40,179.76,3405600,179.43
2013-08-09,180.80,181.35,179.56,179.81,2507100,179.48
2013-08-08,182.41,182.56,179.93,180.78,2406700,180.45
2013-08-07,181.41,182.00,179.90,181.39,3889100,181.06
2013-08-06,184.21,184.31,180.85,182.89,4996700,182.55
2013-08-05,184.00,185.14,182.80,184.54,2869900,184.20
2013-08-02,181.62,184.09,180.84,184.00,5424600,183.66
2013-08-01,181.76,181.76,173.28,179.17,18571800,178.84
2013-07-31,193.75,194.90,170.99,177.01,22518400,176.68
2013-07-30,192.70,193.20,191.15,191.44,3477800,191.09
2013-07-29,192.86,193.49,191.25,191.97,1444100,191.62
2013-07-26,194.00,194.60,191.83,193.20,2177300,192.84
2013-07-25,191.00,196.00,191.00,194.61,5480800,194.25
2013-07-24,189.79,189.85,185.66,186.75,3498400,186.41
2013-07-23,190.73,191.47,188.54,188.58,2927700,188.23
2013-07-22,190.21,191.31,189.25,191.22,1982600,190.87
2013-07-19,191.08,191.99,189.40,189.92,2262100,189.57
2013-07-18,190.21,191.40,189.95,191.01,1484600,190.66
2013-07-17,188.44,189.95,188.14,189.64,2779500,189.29
2013-07-16,190.19,190.73,188.70,189.38,1878800,189.03
2013-07-15,191.50,191.83,189.80,190.25,3632300,189.90
2013-07-12,189.90,190.73,189.15,190.72,1945700,190.37
2013-07-11,189.34,190.06,187.52,189.96,3558800,189.61
2013-07-10,187.35,187.81,185.81,186.70,3880800,186.36
2013-07-09,188.95,189.53,186.60,187.20,5832600,186.86
2013-07-08,191.60,192.77,188.06,188.10,4897000,187.75
2013-07-05,188.87,190.86,187.50,190.79,2123900,190.44
2013-07-03,184.18,187.44,183.93,187.04,1133300,186.70
2013-07-02,185.08,187.04,184.26,185.24,2187300,184.90
2013-07-01,183.90,187.46,183.63,185.22,2904000,184.88
2013-06-28,184.26,184.72,182.22,182.75,3164100,182.41
2013-06-27,183.44,185.00,182.50,184.26,2775600,183.92
2013-06-26,181.89,183.14,180.48,182.65,2598200,182.31
2013-06-25,179.80,181.38,178.50,180.47,3180400,180.14
2013-06-24,178.11,179.48,175.68,178.27,3881900,177.94
2013-06-21,180.00,181.50,178.80,179.50,4480800,179.17
2013-06-20,181.53,182.48,178.46,178.46,3883500,178.13
2013-06-19,184.25,185.13,182.53,182.63,3055200,182.29
2013-06-18,181.72,185.23,181.72,184.01,1894800,183.67
2013-06-17,182.32,183.72,181.50,182.35,3694800,182.01
2013-06-14,182.05,182.48,180.11,180.93,1856800,180.60
2013-06-13,179.15,182.76,178.71,182.25,2440100,181.91
2013-06-12,180.64,180.64,178.71,179.15,2498700,178.82
2013-06-11,180.55,181.95,179.56,179.66,1964100,179.33
2013-06-10,180.54,183.14,179.63,182.33,3444800,181.99
2013-06-07,180.65,181.00,179.55,179.94,3474800,179.61
2013-06-06,176.69,179.42,176.40,179.35,3666200,179.02
2013-06-05,179.87,180.19,176.86,177.22,3044200,176.89
2013-06-04,179.40,181.75,178.70,180.20,3382100,179.87
2013-06-03,178.75,180.68,177.51,180.19,3808100,179.86
2013-05-31,180.57,181.40,178.10,178.14,3128600,177.81
2013-05-30,178.34,181.99,178.34,181.03,2407000,180.70
2013-05-29,179.22,180.20,178.07,178.14,1872600,177.81
2013-05-28,182.44,182.54,179.67,180.03,2484300,179.70
2013-05-24,177.88,181.10,176.90,180.45,3076600,180.12
2013-05-23,178.38,179.51,177.11,178.10,4226500,177.77
2013-05-22,182.08,184.42,180.10,180.14,4890800,179.81
2013-05-21,181.54,182.69,180.39,181.55,3355700,181.22
2013-05-20,183.91,184.90,180.80,181.61,5298000,181.28
2013-05-17,180.88,184.58,180.52,184.57,3312200,184.23
2013-05-16,181.74,181.74,179.78,179.80,2478400,179.47
2013-05-15,180.00,181.79,179.68,181.76,3406100,181.43
2013-05-14,178.98,181.49,178.64,180.32,4018700,179.66
2013-05-13,178.58,180.44,178.13,178.93,3120000,178.27
2013-05-10,178.68,179.02,177.55,178.75,3459400,178.09
2013-05-09,179.23,179.88,178.23,178.58,2875300,177.92
2013-05-08,179.46,179.50,177.70,179.26,3612300,178.60
2013-05-07,179.49,179.86,177.22,179.79,2969100,179.13
2013-05-06,179.34,180.77,178.13,178.89,3271000,178.23
2013-05-03,176.96,180.84,176.43,179.54,3756600,178.88
2013-05-02,170.00,179.66,170.00,175.40,7669300,174.76
2013-05-01,166.99,168.26,163.60,166.02,3063100,165.41
2013-04-30,168.59,169.90,168.04,168.46,3040400,167.84
2013-04-29,167.73,168.50,167.16,167.90,2673600,167.28
2013-04-26,168.76,169.60,167.14,167.23,1531800,166.62
2013-04-25,167.91,170.48,167.44,168.76,2330700,168.14
2013-04-24,165.66,167.57,165.60,167.06,1861800,166.45
2013-04-23,164.27,165.68,163.53,165.66,1581000,165.05
2013-04-22,163.57,164.35,162.49,163.53,1350900,162.93
2013-04-19,162.08,164.11,161.75,163.96,1905100,163.36
2013-04-18,162.59,163.39,161.27,161.41,5252700,160.82
2013-04-17,163.74,164.03,161.94,162.23,2385900,161.63
2013-04-16,162.65,164.80,162.50,164.71,2523000,164.11
2013-04-15,164.62,164.88,161.29,161.29,2693500,160.70
2013-04-12,165.91,166.83,165.10,165.75,1769200,165.14
2013-04-11,167.00,167.90,166.22,167.62,1647500,167.01
2013-04-10,164.97,167.30,164.97,166.99,2249100,166.38
2013-04-09,166.83,166.88,164.01,164.75,1501100,164.15
2013-04-08,165.64,166.37,164.48,166.29,1531400,165.68
2013-04-05,164.21,165.42,163.59,165.16,1990600,164.55
2013-04-04,165.42,166.53,165.01,166.48,2225900,165.87
2013-04-03,168.42,168.53,164.28,164.75,4156200,164.15
2013-04-02,168.42,168.90,167.31,167.95,2395500,167.33
2013-04-01,169.75,170.99,166.90,167.35,3308800,166.74
2013-03-28,168.75,170.96,168.13,169.84,3114100,169.22
2013-03-27,166.61,169.23,165.51,168.66,3342800,168.04
2013-03-26,164.90,167.78,164.54,167.46,4316200,166.85
2013-03-25,160.75,164.28,160.50,164.00,4834200,163.40
2013-03-22,158.21,160.16,157.72,160.09,4697600,159.50
2013-03-21,158.45,159.73,157.80,157.80,3720800,157.22
2013-03-20,157.00,159.97,156.72,159.33,4017600,158.75
2013-03-19,158.00,159.35,155.68,156.00,4413100,155.43
2013-03-18,157.28,159.18,156.40,158.07,3790700,157.49
2013-03-15,160.03,160.64,158.53,158.55,4399900,157.97
2013-03-14,159.40,161.07,159.30,160.66,3713400,160.07
2013-03-13,159.50,160.40,158.85,159.37,2755400,158.79
2013-03-12,160.68,160.97,159.03,159.80,2085200,159.21
2013-03-11,161.37,161.60,160.41,161.18,1685500,160.59
2013-03-08,161.34,161.40,159.89,160.67,2392900,160.08
2013-03-07,160.87,161.78,159.65,160.51,2171800,159.92
2013-03-06,160.86,161.70,160.20,161.06,1879000,160.47
2013-03-05,160.09,161.78,159.86,160.29,2566900,159.70
2013-03-04,157.76,159.54,157.55,159.50,1642500,158.91
2013-03-01,157.93,158.86,156.65,158.08,3303000,157.50
2013-02-28,160.34,160.34,158.31,158.64,2807000,158.06
2013-02-27,157.45,160.10,157.30,159.87,2079500,159.28
2013-02-26,156.01,158.59,156.01,157.83,2838500,157.25
2013-02-25,159.20,160.35,155.89,155.89,2795800,155.32
2013-02-22,158.30,159.58,156.69,159.43,2934500,158.85
2013-02-21,155.12,158.29,154.79,157.44,3555200,156.86
2013-02-20,157.12,157.61,155.19,155.42,3922200,154.85
2013-02-19,158.01,158.79,156.66,157.61,3302500,157.03
2013-02-15,156.35,158.08,155.74,157.99,4471100,157.41
2013-02-14,154.60,156.65,154.30,155.98,3190000,155.41
2013-02-13,156.45,157.39,154.14,154.77,3479400,154.20
2013-02-12,156.84,157.70,156.42,156.80,2451400,155.90
2013-02-11,157.58,158.17,155.94,156.33,2758100,155.43
2013-02-08,157.40,158.94,157.10,157.80,3228500,156.89
2013-02-07,158.98,159.79,156.96,157.06,5045700,156.15
2013-02-06,159.22,160.88,158.62,160.82,3764200,159.89
2013-02-05,157.62,159.60,156.80,159.53,2776300,158.61
2013-02-04,157.77,158.40,156.56,156.65,2633000,155.75
2013-02-01,159.00,159.48,157.35,158.56,3184600,157.65
2013-01-31,159.00,159.50,156.35,157.91,4171400,157.00
2013-01-30,156.99,159.09,154.75,155.01,4677000,154.12
2013-01-29,155.74,157.09,155.12,156.66,2916000,155.76
2013-01-28,160.28,160.58,156.30,156.35,3383000,155.45
2013-01-25,159.92,160.14,159.03,159.84,1675400,158.92
2013-01-24,159.30,160.17,158.90,159.56,1698500,158.64
2013-01-23,158.29,159.96,158.08,159.05,1777200,158.13
2013-01-22,158.68,159.68,157.78,159.05,1729500,158.13
2013-01-18,158.52,158.53,156.50,158.27,3453100,157.36
2013-01-17,161.00,161.09,159.61,159.88,1958400,158.96
2013-01-16,160.11,160.78,159.31,160.20,1366100,159.28
2013-01-15,159.82,160.65,159.09,160.45,1674000,159.53
2013-01-14,161.28,161.81,159.55,160.65,2219400,159.72
2013-01-11,159.78,161.25,159.50,161.16,2394500,160.23
2013-01-10,162.03,162.77,159.27,160.51,4078400,159.58
2013-01-09,161.40,162.55,159.71,161.79,4388200,160.86
2013-01-08,157.65,159.36,157.01,159.36,2950100,158.44
2013-01-07,156.94,158.77,156.80,157.89,2560600,156.98
2013-01-04,155.60,157.19,154.78,156.77,2594000,155.87
2013-01-03,157.11,158.08,154.82,155.50,3734300,154.60
2013-01-02,154.16,155.94,153.93,155.38,3956600,154.48
2012-12-31,148.35,151.61,148.35,151.58,3217000,150.71
2012-12-28,148.46,149.93,148.25,148.65,1743400,147.79
2012-12-27,149.69,150.65,147.90,149.40,2994200,148.54
2012-12-26,151.28,151.29,149.20,149.76,1903600,148.90
2012-12-24,150.23,151.62,150.23,151.18,818000,150.31
2012-12-21,150.97,151.98,149.96,150.77,3482600,149.90
2012-12-20,149.88,152.51,149.32,152.46,2715800,151.58
2012-12-19,150.80,150.84,149.15,149.16,2160100,148.30
2012-12-18,149.01,151.55,148.70,150.72,2967400,149.85
2012-12-17,146.97,149.13,146.90,149.13,3475800,148.27
2012-12-14,146.88,147.69,146.25,146.82,2394800,145.97
2012-12-13,148.11,149.10,146.89,147.20,3260700,146.35
2012-12-12,149.69,149.80,147.83,147.88,4579900,147.03
2012-12-11,148.40,150.33,148.40,148.90,3623200,148.04
2012-12-10,148.75,149.27,148.27,148.66,2322200,147.80
2012-12-07,149.12,149.28,147.79,148.55,1889300,147.69
2012-12-06,148.45,148.90,147.06,148.47,2281000,147.61
2012-12-05,148.51,148.51,146.10,148.06,2992800,147.21
2012-12-04,148.98,149.25,147.20,147.59,2275200,146.74
2012-12-03,150.00,150.72,148.44,148.64,2934200,147.78
2012-11-30,148.32,149.93,148.01,149.71,3512000,148.85
2012-11-29,147.93,148.33,147.24,148.18,3143200,147.33
2012-11-28,146.03,147.35,145.89,147.29,2589600,146.44
2012-11-27,147.12,147.84,146.33,146.78,2495400,145.93
2012-11-26,147.61,147.61,146.42,147.25,2155900,146.40
2012-11-23,147.30,148.12,146.40,148.12,1113600,147.27
2012-11-21,146.22,146.90,145.74,146.66,1641300,145.81
2012-11-20,145.54,147.38,145.16,146.34,2391600,145.50
2012-11-19,144.00,145.66,143.66,145.65,3780100,144.81
2012-11-16,140.02,143.55,140.02,142.71,4158100,141.89
2012-11-15,140.00,140.48,138.53,140.00,3429400,139.19
2012-11-14,142.60,143.23,139.65,139.95,3402000,139.14
2012-11-13,142.60,144.79,142.45,142.45,2537300,141.30
2012-11-12,142.02,143.78,142.02,143.24,2235900,142.08
2012-11-09,140.92,143.81,140.28,142.93,2949900,141.78
2012-11-08,142.15,143.25,141.88,142.06,2533300,140.91
2012-11-07,142.54,143.59,141.53,142.56,2607900,141.41
2012-11-06,142.48,144.84,141.90,143.86,2272300,142.70
2012-11-05,142.75,143.89,141.22,141.50,3466000,140.36
2012-11-02,144.06,146.41,143.40,143.40,4624500,142.24
2012-11-01,140.82,144.36,140.30,143.88,5327500,142.72
2012-10-31,137.60,139.97,137.40,138.76,3567800,137.64
2012-10-26,137.83,138.89,136.87,138.31,3037200,137.19
2012-10-25,137.83,138.70,136.52,137.55,3968900,136.44
2012-10-24,137.50,138.37,136.44,136.49,2869500,135.39
2012-10-23,137.95,137.98,135.93,136.64,2980800,135.54
2012-10-22,139.81,140.05,138.03,139.00,2445700,137.88
2012-10-19,142.31,142.36,139.76,139.97,2533600,138.84
2012-10-18,142.36,143.10,141.13,141.88,2810400,140.74
2012-10-17,141.16,142.77,140.80,142.56,2531500,141.41
2012-10-16,140.20,141.77,140.02,141.16,2081100,140.02
2012-10-15,139.36,140.24,138.60,139.89,2423600,138.76
2012-10-12,139.37,139.99,138.43,139.12,2029000,138.00
2012-10-11,138.20,139.83,138.19,139.05,3514400,137.93
2012-10-10,136.63,137.98,136.32,137.42,2012600,136.31
2012-10-09,139.17,139.38,136.72,136.74,2494500,135.64
2012-10-08,139.00,139.50,138.56,138.71,1700900,137.59
2012-10-05,140.74,141.59,139.50,140.26,2820200,139.13
2012-10-04,138.80,139.82,138.20,139.67,2118900,138.54
2012-10-03,136.65,138.60,135.99,138.52,2929400,137.40
2012-10-02,136.59,137.10,135.48,136.00,2510400,134.90
2012-10-01,134.87,137.90,134.87,136.73,3675200,135.63
2012-09-28,133.98,134.62,133.24,134.28,2357900,133.20
2012-09-27,132.71,134.24,132.52,133.91,2108200,132.83
2012-09-26,134.14,134.56,132.38,132.52,2659300,131.45
2012-09-25,133.84,135.40,133.62,134.56,3849600,133.47
2012-09-24,134.11,134.97,133.51,133.74,2632500,132.66
2012-09-21,135.30,135.95,134.90,135.00,7306400,133.91
2012-09-20,134.29,134.84,133.47,134.61,3194900,133.52
2012-09-19,133.87,135.52,133.73,134.79,2994200,133.70
2012-09-18,133.09,133.85,132.53,133.66,3298100,132.58
2012-09-17,134.46,134.85,133.62,133.87,2662300,132.79
2012-09-14,135.25,135.30,133.75,134.25,3322400,133.17
2012-09-13,132.95,136.65,132.58,134.98,3936300,133.89
2012-09-12,131.65,133.48,131.58,133.46,3664000,132.38
2012-09-11,128.88,132.44,128.81,131.49,3972600,130.43
2012-09-10,128.42,129.88,128.42,128.68,2908400,127.64
2012-09-07,129.51,129.96,128.67,129.71,2697300,128.66
2012-09-06,128.18,129.50,127.80,129.50,3924600,128.46
2012-09-05,128.86,129.00,126.95,127.61,3174700,126.58
2012-09-04,128.36,129.15,127.62,128.52,2550200,127.48
2012-08-31,127.51,128.37,126.26,128.25,3446000,127.22
2012-08-30,127.10,127.10,126.18,126.70,2143400,125.68
2012-08-29,127.55,128.05,126.72,128.02,2145900,126.99
2012-08-28,127.86,128.24,127.22,127.40,1965700,126.37
2012-08-27,127.29,128.14,127.04,127.66,2205100,126.63
2012-08-24,126.59,127.02,125.81,126.66,2662700,125.64
2012-08-23,127.93,128.50,126.75,127.15,1750000,126.12
2012-08-22,126.87,128.50,126.52,128.10,2216500,127.07
2012-08-21,128.71,129.25,127.00,127.52,1901300,126.49
2012-08-20,128.61,128.72,128.00,128.16,2168600,127.13
2012-08-17,129.99,130.04,128.29,128.69,2395600,127.65
2012-08-16,128.70,129.95,128.70,129.68,2280300,128.63
2012-08-15,129.18,130.30,128.59,129.06,1933900,128.02
2012-08-14,129.12,130.18,128.54,129.89,2183100,128.62
2012-08-13,128.64,129.00,127.40,128.32,1613500,127.07
2012-08-10,128.19,129.29,128.00,129.09,1496200,127.83
2012-08-09,130.88,130.97,127.75,128.51,3550900,127.26
2012-08-08,130.78,131.52,130.40,131.15,1990700,129.87
2012-08-07,130.83,131.43,129.34,130.40,3294800,129.13
2012-08-06,131.00,132.58,130.62,131.03,2306900,129.75
2012-08-03,130.36,131.54,128.86,130.98,3233600,129.70
2012-08-02,126.80,129.29,126.19,129.27,2778100,128.01
2012-08-01,128.50,129.41,127.00,127.46,2903000,126.22
2012-07-31,130.43,130.68,128.50,129.07,2240400,127.81
2012-07-30,128.85,132.35,128.71,130.84,3163200,129.56
2012-07-27,126.93,129.50,125.70,129.14,3484400,127.88
2012-07-26,124.97,128.19,124.20,126.77,5259000,125.53
2012-07-25,123.38,124.09,121.54,122.20,3826300,121.01
2012-07-24,124.50,124.76,121.28,122.65,3376000,121.45
2012-07-23,124.05,125.06,123.25,124.47,2847800,123.26
2012-07-20,124.61,126.18,123.65,125.75,2954200,124.52
2012-07-19,128.30,128.63,125.33,125.39,3458100,124.17
2012-07-18,127.50,128.80,127.40,127.82,2975900,126.57
2012-07-17,128.13,128.24,126.04,128.23,2691700,126.98
2012-07-16,128.20,131.00,125.87,127.15,7651900,125.91
2012-07-13,122.50,124.64,122.15,124.09,3028200,122.88
2012-07-12,119.11,123.43,119.10,122.64,3766900,121.44
2012-07-11,121.91,122.25,119.58,120.74,2911000,119.56
2012-07-10,124.33,124.75,121.81,122.28,4551000,121.09
2012-07-09,123.15,124.05,121.04,123.65,4421000,122.44
2012-07-06,126.08,126.73,124.78,125.28,2407800,124.06
2012-07-05,125.74,127.47,125.67,127.01,2824500,125.77
2012-07-03,126.49,127.00,125.66,126.34,1591100,125.11
2012-07-02,124.26,126.80,124.00,126.62,4260600,125.39
2012-06-29,123.26,124.04,121.53,123.63,3982800,122.42
2012-06-28,123.00,123.41,119.57,121.52,2878700,120.34
2012-06-27,123.36,124.12,122.53,123.44,3442100,122.24
2012-06-26,121.76,123.92,121.67,123.16,3282200,121.96
2012-06-25,122.86,123.29,121.15,121.27,4041000,120.09
2012-06-22,120.25,124.95,119.33,124.95,9304000,123.73
2012-06-21,122.58,122.87,119.31,119.48,3265300,118.32
2012-06-20,121.10,122.59,121.03,122.59,3175700,121.39
2012-06-19,120.86,121.60,120.50,121.35,2567600,120.17
2012-06-18,118.01,120.48,117.46,120.10,2732900,118.93
2012-06-15,117.37,118.50,116.93,118.40,3137900,117.25
2012-06-14,115.26,117.01,114.26,116.49,3288200,115.35
2012-06-13,115.80,116.97,114.65,114.90,4474200,113.78
2012-06-12,116.41,117.16,115.72,117.16,2599700,116.02
2012-06-11,117.27,117.93,116.22,116.35,2735700,115.22
2012-06-08,116.39,116.60,115.45,116.58,2594200,115.44
2012-06-07,117.83,118.00,116.55,116.81,2289500,115.67
2012-06-06,114.97,116.50,114.83,116.34,3096000,115.21
2012-06-05,113.76,114.53,113.14,113.81,2843700,112.70
2012-06-04,112.03,114.44,112.02,114.16,4161600,113.05
2012-06-01,113.64,114.89,111.94,112.25,4662600,111.16
2012-05-31,117.75,118.36,114.72,115.20,5251000,114.08
2012-05-30,118.71,119.74,117.46,117.49,4586600,116.34
2012-05-29,120.15,120.95,119.00,120.28,4501600,119.11
2012-05-25,119.39,120.40,118.95,119.37,2945000,118.21
2012-05-24,119.72,121.00,118.77,119.77,3187400,118.60
2012-05-23,117.62,119.46,117.39,119.17,4139500,118.01
2012-05-22,116.41,119.25,116.41,118.39,4648600,117.24
2012-05-21,113.27,116.32,112.66,116.22,3318000,115.09
2012-05-18,114.85,115.25,112.50,112.64,6483700,111.54
2012-05-17,117.00,118.26,115.01,115.01,4453700,113.89
2012-05-16,116.80,118.20,116.30,117.53,4334900,116.38
2012-05-15,116.45,117.90,116.45,116.61,3147300,115.26
2012-05-14,116.83,118.36,115.83,116.72,4061600,115.36
2012-05-11,117.36,118.97,117.26,117.92,2034900,116.55
2012-05-10,118.30,119.49,117.64,118.17,3367000,116.80
2012-05-09,117.31,118.98,116.57,117.42,4418200,116.06
2012-05-08,118.10,119.08,116.15,118.14,3649200,116.77
2012-05-07,116.96,119.09,116.96,118.51,3369200,117.13
2012-05-04,116.22,118.89,115.31,117.79,5850900,116.42
2012-05-03,122.01,122.51,115.38,116.41,11959500,115.06
2012-05-02,121.61,123.19,120.67,122.19,6341700,120.77
2012-05-01,123.47,125.35,123.04,123.09,4294500,121.66
2012-04-30,124.11,124.15,122.31,122.98,2343800,121.55
2012-04-27,123.74,124.21,122.86,123.52,2446800,122.09
2012-04-26,121.89,123.50,121.51,123.19,2776900,121.76
2012-04-25,119.74,122.40,119.56,121.79,3037700,120.38
2012-04-24,118.35,119.24,117.49,118.93,2357700,117.55
2012-04-23,120.25,120.81,116.48,118.10,4336800,116.73
2012-04-20,121.82,122.15,120.58,121.01,1960300,119.60
2012-04-19,121.27,122.26,120.51,121.19,2130600,119.78
2012-04-18,121.61,122.48,121.32,121.78,2120000,120.37
2012-04-17,121.63,122.50,121.25,122.08,2582200,120.66
2012-04-16,123.04,123.05,120.04,120.83,4577100,119.43
2012-04-13,120.40,123.68,120.31,123.16,5374300,121.73
2012-04-12,117.47,121.16,117.19,121.02,4291000,119.61
2012-04-11,118.02,118.95,116.97,117.38,3542800,116.02
2012-04-10,119.48,119.77,116.59,116.74,2669800,115.38
2012-04-09,119.66,120.35,118.71,119.50,3323900,118.11
2012-04-05,118.32,121.15,118.07,121.01,3348900,119.60
2012-04-04,119.49,119.68,118.20,118.98,2577200,117.60
2012-04-03,118.84,120.59,118.37,120.36,3922900,118.96
2012-04-02,118.00,119.90,117.10,118.98,2944400,117.60
2012-03-30,119.09,119.20,117.60,118.00,3000500,116.63
2012-03-29,118.54,119.18,117.55,119.00,2172800,117.62
2012-03-28,119.68,120.30,118.51,119.35,2248000,117.96
2012-03-27,119.98,120.28,119.55,119.81,2665500,118.42
2012-03-26,119.36,120.70,117.25,120.06,4090900,118.67
2012-03-23,117.51,119.00,116.90,118.78,2537800,117.40
2012-03-22,116.15,117.50,116.00,117.28,2342000,115.92
2012-03-21,117.09,117.65,116.58,116.75,2106800,115.39
2012-03-20,118.15,118.60,116.00,116.52,2647000,115.17
2012-03-19,116.44,119.72,116.15,118.84,3979600,117.46
2012-03-16,117.43,117.50,116.27,116.68,4001600,115.32
2012-03-15,116.62,117.47,116.30,117.00,3323300,115.64
2012-03-14,117.31,117.89,116.47,116.75,3749000,115.39
2012-03-13,116.91,117.41,115.68,117.27,3196400,115.91
2012-03-12,117.02,117.55,116.07,116.53,1927300,115.18
2012-03-09,118.07,118.39,117.01,117.17,2114400,115.81
2012-03-08,116.68,118.18,116.04,117.97,2380100,116.60
2012-03-07,115.72,116.10,114.96,115.64,2673500,114.30
2012-03-06,115.22,115.50,113.54,114.84,3325500,113.51
2012-03-05,116.16,116.83,115.90,116.24,2538400,114.89
2012-03-02,116.51,116.97,115.60,116.16,3053400,114.81
2012-03-01,117.45,117.99,116.55,117.18,2793500,115.82
2012-02-29,119.02,119.36,116.01,116.37,3804400,115.02
2012-02-28,117.16,118.97,117.05,118.95,2984300,117.57
2012-02-27,117.07,117.30,116.30,116.86,3953200,115.50
2012-02-24,116.49,117.77,115.90,117.54,2773500,116.17
2012-02-23,116.36,116.80,115.66,116.48,2722700,115.13
2012-02-22,113.79,116.75,113.30,116.36,3595300,115.01
2012-02-21,115.26,116.00,113.85,114.20,2704900,112.87
2012-02-17,114.41,115.25,113.80,115.01,3878200,113.67
2012-02-16,115.46,115.73,113.60,113.80,3992900,112.48
2012-02-15,116.22,117.15,114.64,115.10,5425300,113.76
2012-02-14,112.11,115.25,112.09,115.24,4490200,113.68
2012-02-13,114.25,115.17,112.36,112.71,5519600,111.19
2012-02-10,111.79,114.00,111.40,113.90,5472200,112.36
2012-02-09,113.06,114.90,112.05,112.42,9900300,110.90
2012-02-08,107.77,108.64,107.02,108.35,5685500,106.89
2012-02-07,107.46,107.55,106.06,106.98,3261400,105.54
2012-02-06,106.94,108.27,106.80,107.36,3337400,105.91
2012-02-03,106.79,107.82,106.59,107.03,4133300,105.58
2012-02-02,103.78,107.12,103.59,106.06,8435100,104.63
2012-02-01,101.18,102.70,100.60,102.51,3844200,101.13
2012-01-31,100.49,100.78,99.83,100.64,3310100,99.28
2012-01-30,100.14,100.52,99.50,99.88,3119000,98.53
2012-01-27,100.41,101.53,99.90,101.05,2840700,99.69
2012-01-26,100.72,102.15,99.98,100.86,3484800,99.50
